s1,s2,Re(r_ibc3_reduced.tm),Im(r_ibc3_reduced.tm),Abs(r_ibc3_reduced.tm),Arg(r_ibc3_reduced.tm),Re(r_ibc3_reduced.te),Im(r_ibc3_reduced.te),Abs(r_ibc3_reduced.te),Arg(r_ibc3_reduced.te)
+7.88000000E-01,+0.00000000E+00,-9.35916166E-01,+3.52222841E-01,+1.00000000E+00,+2.78164757E+00,-9.55234601E-01,+2.95849383E-01,+1.00000000E+00,+2.84124807E+00
+7.89000000E-01,+0.00000000E+00,-9.36697620E-01,+3.50139357E-01,+1.00000000E+00,+2.78387278E+00,-9.55818326E-01,+2.93958036E-01,+1.00000000E+00,+2.84322745E+00
+7.90000000E-01,+0.00000000E+00,-9.37477809E-01,+3.48045051E-01,+1.00000000E+00,+2.78610769E+00,-9.56400223E-01,+2.92059265E-01,+1.00000000E+00,+2.84521338E+00
+7.91000000E-01,+0.00000000E+00,-9.38256700E-01,+3.45939827E-01,+1.00000000E+00,+2.78835238E+00,-9.56980268E-01,+2.90153007E-01,+1.00000000E+00,+2.84720593E+00
+7.92000000E-01,+0.00000000E+00,-9.39034259E-01,+3.43823590E-01,+1.00000000E+00,+2.79060694E+00,-9.57558440E-01,+2.88239196E-01,+1.00000000E+00,+2.84920517E+00
+7.93000000E-01,+0.00000000E+00,-9.39810448E-01,+3.41696242E-01,+1.00000000E+00,+2.79287147E+00,-9.58134717E-01,+2.86317769E-01,+1.00000000E+00,+2.85121116E+00
+7.94000000E-01,+0.00000000E+00,-9.40585232E-01,+3.39557685E-01,+1.00000000E+00,+2.79514605E+00,-9.58709076E-01,+2.84388657E-01,+1.00000000E+00,+2.85322396E+00
+7.95000000E-01,+0.00000000E+00,-9.41358573E-01,+3.37407819E-01,+1.00000000E+00,+2.79743078E+00,-9.59281494E-01,+2.82451794E-01,+1.00000000E+00,+2.85524364E+00
+7.96000000E-01,+0.00000000E+00,-9.42130435E-01,+3.35246541E-01,+1.00000000E+00,+2.79972575E+00,-9.59851947E-01,+2.80507111E-01,+1.00000000E+00,+2.85727026E+00
+7.97000000E-01,+0.00000000E+00,-9.42900778E-01,+3.33073750E-01,+1.00000000E+00,+2.80203106E+00,-9.60420413E-01,+2.78554538E-01,+1.00000000E+00,+2.85930390E+00
+7.98000000E-01,+0.00000000E+00,-9.43669563E-01,+3.30889340E-01,+1.00000000E+00,+2.80434681E+00,-9.60986866E-01,+2.76594004E-01,+1.00000000E+00,+2.86134463E+00
+7.99000000E-01,+0.00000000E+00,-9.44436751E-01,+3.28693205E-01,+1.00000000E+00,+2.80667309E+00,-9.61551283E-01,+2.74625438E-01,+1.00000000E+00,+2.86339251E+00
+8.00000000E-01,+0.00000000E+00,-9.45202301E-01,+3.26485239E-01,+1.00000000E+00,+2.80901001E+00,-9.62113637E-01,+2.72648765E-01,+1.00000000E+00,+2.86544762E+00
+8.01000000E-01,+0.00000000E+00,-9.45966170E-01,+3.24265330E-01,+1.00000000E+00,+2.81135766E+00,-9.62673905E-01,+2.70663913E-01,+1.00000000E+00,+2.86751003E+00
+8.02000000E-01,+0.00000000E+00,-9.46728318E-01,+3.22033370E-01,+1.00000000E+00,+2.81371616E+00,-9.63232059E-01,+2.68670804E-01,+1.00000000E+00,+2.86957982E+00
+8.03000000E-01,+0.00000000E+00,-9.47488701E-01,+3.19789245E-01,+1.00000000E+00,+2.81608561E+00,-9.63788074E-01,+2.66669363E-01,+1.00000000E+00,+2.87165706E+00
+8.04000000E-01,+0.00000000E+00,-9.48247275E-01,+3.17532841E-01,+1.00000000E+00,+2.81846611E+00,-9.64341922E-01,+2.64659512E-01,+1.00000000E+00,+2.87374183E+00
+8.05000000E-01,+0.00000000E+00,-9.49003996E-01,+3.15264042E-01,+1.00000000E+00,+2.82085778E+00,-9.64893577E-01,+2.62641170E-01,+1.00000000E+00,+2.87583420E+00
+8.06000000E-01,+0.00000000E+00,-9.49758817E-01,+3.12982730E-01,+1.00000000E+00,+2.82326073E+00,-9.65443012E-01,+2.60614257E-01,+1.00000000E+00,+2.87793426E+00
+8.07000000E-01,+0.00000000E+00,-9.50511693E-01,+3.10688786E-01,+1.00000000E+00,+2.82567506E+00,-9.65990197E-01,+2.58578692E-01,+1.00000000E+00,+2.88004209E+00
+8.08000000E-01,+0.00000000E+00,-9.51262575E-01,+3.08382089E-01,+1.00000000E+00,+2.82810090E+00,-9.66535103E-01,+2.56534391E-01,+1.00000000E+00,+2.88215777E+00
+8.09000000E-01,+0.00000000E+00,-9.52011417E-01,+3.06062514E-01,+1.00000000E+00,+2.83053835E+00,-9.67077703E-01,+2.54481269E-01,+1.00000000E+00,+2.88428138E+00
+8.10000000E-01,+0.00000000E+00,-9.52758167E-01,+3.03729938E-01,+1.00000000E+00,+2.83298755E+00,-9.67617966E-01,+2.52419239E-01,+1.00000000E+00,+2.88641301E+00
+8.11000000E-01,+0.00000000E+00,-9.53502776E-01,+3.01384233E-01,+1.00000000E+00,+2.83544860E+00,-9.68155861E-01,+2.50348215E-01,+1.00000000E+00,+2.88855275E+00
+8.12000000E-01,+0.00000000E+00,-9.54245193E-01,+2.99025269E-01,+1.00000000E+00,+2.83792163E+00,-9.68691358E-01,+2.48268106E-01,+1.00000000E+00,+2.89070068E+00
+8.13000000E-01,+0.00000000E+00,-9.54985365E-01,+2.96652915E-01,+1.00000000E+00,+2.84040677E+00,-9.69224426E-01,+2.46178823E-01,+1.00000000E+00,+2.89285690E+00
+8.14000000E-01,+0.00000000E+00,-9.55723239E-01,+2.94267039E-01,+1.00000000E+00,+2.84290414E+00,-9.69755031E-01,+2.44080272E-01,+1.00000000E+00,+2.89502149E+00
+8.15000000E-01,+0.00000000E+00,-9.56458760E-01,+2.91867504E-01,+1.00000000E+00,+2.84541388E+00,-9.70283143E-01,+2.41972359E-01,+1.00000000E+00,+2.89719455E+00
+8.16000000E-01,+0.00000000E+00,-9.57191873E-01,+2.89454174E-01,+1.00000000E+00,+2.84793610E+00,-9.70808727E-01,+2.39854990E-01,+1.00000000E+00,+2.89937618E+00
+8.17000000E-01,+0.00000000E+00,-9.57922520E-01,+2.87026908E-01,+1.00000000E+00,+2.85047095E+00,-9.71331749E-01,+2.37728066E-01,+1.00000000E+00,+2.90156646E+00
+8.18000000E-01,+0.00000000E+00,-9.58650644E-01,+2.84585564E-01,+1.00000000E+00,+2.85301857E+00,-9.71852175E-01,+2.35591490E-01,+1.00000000E+00,+2.90376551E+00
+8.19000000E-01,+0.00000000E+00,-9.59376185E-01,+2.82129997E-01,+1.00000000E+00,+2.85557908E+00,-9.72369970E-01,+2.33445159E-01,+1.00000000E+00,+2.90597342E+00
+8.20000000E-01,+0.00000000E+00,-9.60099083E-01,+2.79660062E-01,+1.00000000E+00,+2.85815263E+00,-9.72885097E-01,+2.31288972E-01,+1.00000000E+00,+2.90819028E+00
+8.21000000E-01,+0.00000000E+00,-9.60819277E-01,+2.77175608E-01,+1.00000000E+00,+2.86073936E+00,-9.73397520E-01,+2.29122823E-01,+1.00000000E+00,+2.91041622E+00
+8.22000000E-01,+0.00000000E+00,-9.61536702E-01,+2.74676483E-01,+1.00000000E+00,+2.86333943E+00,-9.73907202E-01,+2.26946607E-01,+1.00000000E+00,+2.91265132E+00
+8.23000000E-01,+0.00000000E+00,-9.62251295E-01,+2.72162534E-01,+1.00000000E+00,+2.86595296E+00,-9.74414104E-01,+2.24760216E-01,+1.00000000E+00,+2.91489570E+00
+8.24000000E-01,+0.00000000E+00,-9.62962990E-01,+2.69633604E-01,+1.00000000E+00,+2.86858013E+00,-9.74918187E-01,+2.22563539E-01,+1.00000000E+00,+2.91714948E+00
+8.25000000E-01,+0.00000000E+00,-9.63671719E-01,+2.67089532E-01,+1.00000000E+00,+2.87122108E+00,-9.75419412E-01,+2.20356464E-01,+1.00000000E+00,+2.91941275E+00
+8.26000000E-01,+0.00000000E+00,-9.64377414E-01,+2.64530157E-01,+1.00000000E+00,+2.87387596E+00,-9.75917738E-01,+2.18138876E-01,+1.00000000E+00,+2.92168564E+00
+8.27000000E-01,+0.00000000E+00,-9.65080004E-01,+2.61955313E-01,+1.00000000E+00,+2.87654494E+00,-9.76413123E-01,+2.15910660E-01,+1.00000000E+00,+2.92396826E+00
+8.28000000E-01,+0.00000000E+00,-9.65779418E-01,+2.59364833E-01,+1.00000000E+00,+2.87922818E+00,-9.76905526E-01,+2.13671696E-01,+1.00000000E+00,+2.92626073E+00
+8.29000000E-01,+0.00000000E+00,-9.66475581E-01,+2.56758545E-01,+1.00000000E+00,+2.88192584E+00,-9.77394902E-01,+2.11421864E-01,+1.00000000E+00,+2.92856317E+00
+8.30000000E-01,+0.00000000E+00,-9.67168420E-01,+2.54136276E-01,+1.00000000E+00,+2.88463810E+00,-9.77881209E-01,+2.09161041E-01,+1.00000000E+00,+2.93087571E+00
+8.31000000E-01,+0.00000000E+00,-9.67857857E-01,+2.51497849E-01,+1.00000000E+00,+2.88736512E+00,-9.78364401E-01,+2.06889100E-01,+1.00000000E+00,+2.93319846E+00
+8.32000000E-01,+0.00000000E+00,-9.68543814E-01,+2.48843083E-01,+1.00000000E+00,+2.89010707E+00,-9.78844431E-01,+2.04605915E-01,+1.00000000E+00,+2.93553157E+00
+8.33000000E-01,+0.00000000E+00,-9.69226211E-01,+2.46171795E-01,+1.00000000E+00,+2.89286415E+00,-9.79321253E-01,+2.02311355E-01,+1.00000000E+00,+2.93787515E+00
+8.34000000E-01,+0.00000000E+00,-9.69904964E-01,+2.43483799E-01,+1.00000000E+00,+2.89563652E+00,-9.79794818E-01,+2.00005287E-01,+1.00000000E+00,+2.94022934E+00
+8.35000000E-01,+0.00000000E+00,-9.70579991E-01,+2.40778905E-01,+1.00000000E+00,+2.89842437E+00,-9.80265078E-01,+1.97687576E-01,+1.00000000E+00,+2.94259428E+00
+8.36000000E-01,+0.00000000E+00,-9.71251205E-01,+2.38056919E-01,+1.00000000E+00,+2.90122789E+00,-9.80731981E-01,+1.95358083E-01,+1.00000000E+00,+2.94497010E+00
+8.37000000E-01,+0.00000000E+00,-9.71918518E-01,+2.35317645E-01,+1.00000000E+00,+2.90404728E+00,-9.81195478E-01,+1.93016668E-01,+1.00000000E+00,+2.94735695E+00
+8.38000000E-01,+0.00000000E+00,-9.72581841E-01,+2.32560881E-01,+1.00000000E+00,+2.90688272E+00,-9.81655515E-01,+1.90663187E-01,+1.00000000E+00,+2.94975497E+00
+8.39000000E-01,+0.00000000E+00,-9.73241080E-01,+2.29786424E-01,+1.00000000E+00,+2.90973442E+00,-9.82112037E-01,+1.88297494E-01,+1.00000000E+00,+2.95216431E+00
+8.40000000E-01,+0.00000000E+00,-9.73896141E-01,+2.26994065E-01,+1.00000000E+00,+2.91260259E+00,-9.82564991E-01,+1.85919439E-01,+1.00000000E+00,+2.95458512E+00
+8.41000000E-01,+0.00000000E+00,-9.74546929E-01,+2.24183593E-01,+1.00000000E+00,+2.91548743E+00,-9.83014320E-01,+1.83528871E-01,+1.00000000E+00,+2.95701755E+00
+8.42000000E-01,+0.00000000E+00,-9.75193343E-01,+2.21354792E-01,+1.00000000E+00,+2.91838915E+00,-9.83459966E-01,+1.81125633E-01,+1.00000000E+00,+2.95946176E+00
+8.43000000E-01,+0.00000000E+00,-9.75835282E-01,+2.18507441E-01,+1.00000000E+00,+2.92130797E+00,-9.83901870E-01,+1.78709568E-01,+1.00000000E+00,+2.96191790E+00
+8.44000000E-01,+0.00000000E+00,-9.76472643E-01,+2.15641316E-01,+1.00000000E+00,+2.92424410E+00,-9.84339972E-01,+1.76280512E-01,+1.00000000E+00,+2.96438615E+00
+8.45000000E-01,+0.00000000E+00,-9.77105319E-01,+2.12756189E-01,+1.00000000E+00,+2.92719779E+00,-9.84774210E-01,+1.73838301E-01,+1.00000000E+00,+2.96686667E+00
+8.46000000E-01,+0.00000000E+00,-9.77733200E-01,+2.09851827E-01,+1.00000000E+00,+2.93016924E+00,-9.85204520E-01,+1.71382767E-01,+1.00000000E+00,+2.96935962E+00
+8.47000000E-01,+0.00000000E+00,-9.78356176E-01,+2.06927991E-01,+1.00000000E+00,+2.93315871E+00,-9.85630838E-01,+1.68913737E-01,+1.00000000E+00,+2.97186519E+00
+8.48000000E-01,+0.00000000E+00,-9.78974130E-01,+2.03984441E-01,+1.00000000E+00,+2.93616643E+00,-9.86053097E-01,+1.66431035E-01,+1.00000000E+00,+2.97438354E+00
+8.49000000E-01,+0.00000000E+00,-9.79586947E-01,+2.01020929E-01,+1.00000000E+00,+2.93919264E+00,-9.86471229E-01,+1.63934482E-01,+1.00000000E+00,+2.97691487E+00
+8.50000000E-01,+0.00000000E+00,-9.80194504E-01,+1.98037202E-01,+1.00000000E+00,+2.94223760E+00,-9.86885164E-01,+1.61423894E-01,+1.00000000E+00,+2.97945935E+00
+8.51000000E-01,+0.00000000E+00,-9.80796680E-01,+1.95033005E-01,+1.00000000E+00,+2.94530155E+00,-9.87294830E-01,+1.58899084E-01,+1.00000000E+00,+2.98201718E+00
+8.52000000E-01,+0.00000000E+00,-9.81393346E-01,+1.92008075E-01,+1.00000000E+00,+2.94838477E+00,-9.87700154E-01,+1.56359862E-01,+1.00000000E+00,+2.98458855E+00
+8.53000000E-01,+0.00000000E+00,-9.81984372E-01,+1.88962145E-01,+1.00000000E+00,+2.95148751E+00,-9.88101060E-01,+1.53806031E-01,+1.00000000E+00,+2.98717366E+00
+8.54000000E-01,+0.00000000E+00,-9.82569626E-01,+1.85894942E-01,+1.00000000E+00,+2.95461005E+00,-9.88497472E-01,+1.51237392E-01,+1.00000000E+00,+2.98977271E+00
+8.55000000E-01,+0.00000000E+00,-9.83148970E-01,+1.82806186E-01,+1.00000000E+00,+2.95775267E+00,-9.88889309E-01,+1.48653740E-01,+1.00000000E+00,+2.99238591E+00
+8.56000000E-01,+0.00000000E+00,-9.83722264E-01,+1.79695596E-01,+1.00000000E+00,+2.96091565E+00,-9.89276491E-01,+1.46054867E-01,+1.00000000E+00,+2.99501346E+00
+8.57000000E-01,+0.00000000E+00,-9.84289363E-01,+1.76562879E-01,+1.00000000E+00,+2.96409929E+00,-9.89658934E-01,+1.43440560E-01,+1.00000000E+00,+2.99765560E+00
+8.58000000E-01,+0.00000000E+00,-9.84850118E-01,+1.73407740E-01,+1.00000000E+00,+2.96730387E+00,-9.90036552E-01,+1.40810601E-01,+1.00000000E+00,+3.00031253E+00
+8.59000000E-01,+0.00000000E+00,-9.85404379E-01,+1.70229876E-01,+1.00000000E+00,+2.97052971E+00,-9.90409258E-01,+1.38164766E-01,+1.00000000E+00,+3.00298449E+00
+8.60000000E-01,+0.00000000E+00,-9.85951987E-01,+1.67028979E-01,+1.00000000E+00,+2.97377711E+00,-9.90776960E-01,+1.35502828E-01,+1.00000000E+00,+3.00567170E+00
+8.61000000E-01,+0.00000000E+00,-9.86492782E-01,+1.63804732E-01,+1.00000000E+00,+2.97704640E+00,-9.91139565E-01,+1.32824553E-01,+1.00000000E+00,+3.00837441E+00
+8.62000000E-01,+0.00000000E+00,-9.87026600E-01,+1.60556815E-01,+1.00000000E+00,+2.98033789E+00,-9.91496980E-01,+1.30129702E-01,+1.00000000E+00,+3.01109286E+00
+8.63000000E-01,+0.00000000E+00,-9.87553270E-01,+1.57284896E-01,+1.00000000E+00,+2.98365193E+00,-9.91849104E-01,+1.27418032E-01,+1.00000000E+00,+3.01382730E+00
+8.64000000E-01,+0.00000000E+00,-9.88072618E-01,+1.53988640E-01,+1.00000000E+00,+2.98698885E+00,-9.92195838E-01,+1.24689292E-01,+1.00000000E+00,+3.01657798E+00
+8.65000000E-01,+0.00000000E+00,-9.88584464E-01,+1.50667703E-01,+1.00000000E+00,+2.99034900E+00,-9.92537077E-01,+1.21943226E-01,+1.00000000E+00,+3.01934517E+00
+8.66000000E-01,+0.00000000E+00,-9.89088624E-01,+1.47321733E-01,+1.00000000E+00,+2.99373274E+00,-9.92872716E-01,+1.19179574E-01,+1.00000000E+00,+3.02212913E+00
+8.67000000E-01,+0.00000000E+00,-9.89584908E-01,+1.43950370E-01,+1.00000000E+00,+2.99714044E+00,-9.93202643E-01,+1.16398065E-01,+1.00000000E+00,+3.02493014E+00
+8.68000000E-01,+0.00000000E+00,-9.90073121E-01,+1.40553248E-01,+1.00000000E+00,+3.00057247E+00,-9.93526747E-01,+1.13598427E-01,+1.00000000E+00,+3.02774847E+00
+8.69000000E-01,+0.00000000E+00,-9.90553061E-01,+1.37129990E-01,+1.00000000E+00,+3.00402921E+00,-9.93844912E-01,+1.10780376E-01,+1.00000000E+00,+3.03058443E+00
+8.70000000E-01,+0.00000000E+00,-9.91024521E-01,+1.33680212E-01,+1.00000000E+00,+3.00751105E+00,-9.94157017E-01,+1.07943627E-01,+1.00000000E+00,+3.03343830E+00
+8.71000000E-01,+0.00000000E+00,-9.91487289E-01,+1.30203520E-01,+1.00000000E+00,+3.01101841E+00,-9.94462939E-01,+1.05087882E-01,+1.00000000E+00,+3.03631038E+00
+8.72000000E-01,+0.00000000E+00,-9.91941144E-01,+1.26699511E-01,+1.00000000E+00,+3.01455169E+00,-9.94762552E-01,+1.02212840E-01,+1.00000000E+00,+3.03920099E+00
+8.73000000E-01,+0.00000000E+00,-9.92385862E-01,+1.23167775E-01,+1.00000000E+00,+3.01811132E+00,-9.95055726E-01,+9.93181898E-02,+1.00000000E+00,+3.04211045E+00
+8.74000000E-01,+0.00000000E+00,-9.92821209E-01,+1.19607889E-01,+1.00000000E+00,+3.02169773E+00,-9.95342325E-01,+9.64036144E-02,+1.00000000E+00,+3.04503909E+00
+8.75000000E-01,+0.00000000E+00,-9.93246945E-01,+1.16019422E-01,+1.00000000E+00,+3.02531136E+00,-9.95622210E-01,+9.34687873E-02,+1.00000000E+00,+3.04798723E+00
+8.76000000E-01,+0.00000000E+00,-9.93662823E-01,+1.12401931E-01,+1.00000000E+00,+3.02895268E+00,-9.95895240E-01,+9.05133743E-02,+1.00000000E+00,+3.05095523E+00
+8.77000000E-01,+0.00000000E+00,-9.94068588E-01,+1.08754965E-01,+1.00000000E+00,+3.03262215E+00,-9.96161266E-01,+8.75370324E-02,+1.00000000E+00,+3.05394344E+00
+8.78000000E-01,+0.00000000E+00,-9.94463977E-01,+1.05078059E-01,+1.00000000E+00,+3.03632026E+00,-9.96420136E-01,+8.45394097E-02,+1.00000000E+00,+3.05695222E+00
+8.79000000E-01,+0.00000000E+00,-9.94848719E-01,+1.01370738E-01,+1.00000000E+00,+3.04004749E+00,-9.96671694E-01,+8.15201452E-02,+1.00000000E+00,+3.05998195E+00
+8.80000000E-01,+0.00000000E+00,-9.95222534E-01,+9.76325169E-02,+1.00000000E+00,+3.04380436E+00,-9.96915777E-01,+7.84788682E-02,+1.00000000E+00,+3.06303300E+00
+8.81000000E-01,+0.00000000E+00,-9.95585133E-01,+9.38628952E-02,+1.00000000E+00,+3.04759138E+00,-9.97152219E-01,+7.54151982E-02,+1.00000000E+00,+3.06610579E+00
+8.82000000E-01,+0.00000000E+00,-9.95936218E-01,+9.00613622E-02,+1.00000000E+00,+3.05140910E+00,-9.97380846E-01,+7.23287446E-02,+1.00000000E+00,+3.06920070E+00
+8.83000000E-01,+0.00000000E+00,-9.96275482E-01,+8.62273934E-02,+1.00000000E+00,+3.05525805E+00,-9.97601481E-01,+6.92191062E-02,+1.00000000E+00,+3.07231815E+00
+8.84000000E-01,+0.00000000E+00,-9.96602607E-01,+8.23604514E-02,+1.00000000E+00,+3.05913881E+00,-9.97813939E-01,+6.60858708E-02,+1.00000000E+00,+3.07545858E+00
+8.85000000E-01,+0.00000000E+00,-9.96917264E-01,+7.84599844E-02,+1.00000000E+00,+3.06305195E+00,-9.98018031E-01,+6.29286148E-02,+1.00000000E+00,+3.07862243E+00
+8.86000000E-01,+0.00000000E+00,-9.97219114E-01,+7.45254268E-02,+1.00000000E+00,+3.06699807E+00,-9.98213558E-01,+5.97469032E-02,+1.00000000E+00,+3.08181015E+00
+8.87000000E-01,+0.00000000E+00,-9.97507806E-01,+7.05561980E-02,+1.00000000E+00,+3.07097778E+00,-9.98400318E-01,+5.65402884E-02,+1.00000000E+00,+3.08502220E+00
+8.88000000E-01,+0.00000000E+00,-9.97782978E-01,+6.65517021E-02,+1.00000000E+00,+3.07499173E+00,-9.98578101E-01,+5.33083104E-02,+1.00000000E+00,+3.08825906E+00
+8.89000000E-01,+0.00000000E+00,-9.98044255E-01,+6.25113272E-02,+1.00000000E+00,+3.07904054E+00,-9.98746689E-01,+5.00504963E-02,+1.00000000E+00,+3.09152124E+00
+8.90000000E-01,+0.00000000E+00,-9.98291248E-01,+5.84344453E-02,+1.00000000E+00,+3.08312490E+00,-9.98905855E-01,+4.67663593E-02,+1.00000000E+00,+3.09480923E+00
+8.91000000E-01,+0.00000000E+00,-9.98523557E-01,+5.43204112E-02,+1.00000000E+00,+3.08724549E+00,-9.99055368E-01,+4.34553986E-02,+1.00000000E+00,+3.09812357E+00
+8.92000000E-01,+0.00000000E+00,-9.98740765E-01,+5.01685621E-02,+1.00000000E+00,+3.09140302E+00,-9.99194985E-01,+4.01170990E-02,+1.00000000E+00,+3.10146479E+00
+8.93000000E-01,+0.00000000E+00,-9.98942443E-01,+4.59782170E-02,+1.00000000E+00,+3.09559822E+00,-9.99324456E-01,+3.67509299E-02,+1.00000000E+00,+3.10483345E+00
+8.94000000E-01,+0.00000000E+00,-9.99128144E-01,+4.17486762E-02,+1.00000000E+00,+3.09983184E+00,-9.99443522E-01,+3.33563450E-02,+1.00000000E+00,+3.10823012E+00
+8.95000000E-01,+0.00000000E+00,-9.99297407E-01,+3.74792199E-02,+1.00000000E+00,+3.10410465E+00,-9.99551914E-01,+2.99327816E-02,+1.00000000E+00,+3.11165540E+00
+8.96000000E-01,+0.00000000E+00,-9.99449754E-01,+3.31691085E-02,+1.00000000E+00,+3.10841746E+00,-9.99649352E-01,+2.64796601E-02,+1.00000000E+00,+3.11510990E+00
+8.97000000E-01,+0.00000000E+00,-9.99584687E-01,+2.88175809E-02,+1.00000000E+00,+3.11277108E+00,-9.99735548E-01,+2.29963831E-02,+1.00000000E+00,+3.11859424E+00
+8.98000000E-01,+0.00000000E+00,-9.99701693E-01,+2.44238544E-02,+1.00000000E+00,+3.11716637E+00,-9.99810201E-01,+1.94823347E-02,+1.00000000E+00,+3.12210909E+00
+8.99000000E-01,+0.00000000E+00,-9.99800237E-01,+1.99871234E-02,+1.00000000E+00,+3.12160420E+00,-9.99873000E-01,+1.59368800E-02,+1.00000000E+00,+3.12565510E+00
+9.00000000E-01,+0.00000000E+00,-9.99879766E-01,+1.55065588E-02,+1.00000000E+00,+3.12608547E+00,-9.99923620E-01,+1.23593641E-02,+1.00000000E+00,+3.12923297E+00
+9.01000000E-01,+0.00000000E+00,-9.99939704E-01,+1.09813068E-02,+1.00000000E+00,+3.13061113E+00,-9.99961726E-01,+8.74911121E-03,+1.00000000E+00,+3.13284343E+00
+9.02000000E-01,+0.00000000E+00,-9.99979453E-01,+6.41048832E-03,+1.00000000E+00,+3.13518212E+00,-9.99986967E-01,+5.10542410E-03,+1.00000000E+00,+3.13648721E+00
+9.03000000E-01,+0.00000000E+00,-9.99998392E-01,+1.79319775E-03,+1.00000000E+00,+3.13979945E+00,-9.99998981E-01,+1.42758288E-03,+1.00000000E+00,+3.14016507E+00
+9.04000000E-01,+0.00000000E+00,-9.99995877E-01,-2.87149812E-03,+1.00000000E+00,-3.13872115E+00,-9.99997389E-01,-2.28515581E-03,+1.00000000E+00,-3.13930750E+00
+9.05000000E-01,+0.00000000E+00,-9.99971237E-01,-7.58456110E-03,+1.00000000E+00,-3.13400802E+00,-9.99981798E-01,-6.03355988E-03,+1.00000000E+00,-3.13555906E+00
+9.06000000E-01,+0.00000000E+00,-9.99923773E-01,-1.23469829E-02,+1.00000000E+00,-3.12924536E+00,-9.99951798E-01,-9.81842279E-03,+1.00000000E+00,-3.13177407E+00
+9.07000000E-01,+0.00000000E+00,-9.99852760E-01,-1.71597860E-02,+1.00000000E+00,-3.12443203E+00,-9.99906963E-01,-1.36405647E-02,+1.00000000E+00,-3.12795167E+00
+9.08000000E-01,+0.00000000E+00,-9.99757442E-01,-2.20240257E-02,+1.00000000E+00,-3.11956685E+00,-9.99846849E-01,-1.75008337E-02,+1.00000000E+00,-3.12409093E+00
+9.09000000E-01,+0.00000000E+00,-9.99637031E-01,-2.69407904E-02,+1.00000000E+00,-3.11464860E+00,-9.99770991E-01,-2.14001069E-02,+1.00000000E+00,-3.12019091E+00
+9.10000000E-01,+0.00000000E+00,-9.99490708E-01,-3.19112040E-02,+1.00000000E+00,-3.10967603E+00,-9.99678909E-01,-2.53392919E-02,+1.00000000E+00,-3.11625065E+00
+9.11000000E-01,+0.00000000E+00,-9.99317617E-01,-3.69364268E-02,+1.00000000E+00,-3.10464782E+00,-9.99570096E-01,-2.93193283E-02,+1.00000000E+00,-3.11226912E+00
+9.12000000E-01,+0.00000000E+00,-9.99116868E-01,-4.20176573E-02,+1.00000000E+00,-3.09956262E+00,-9.99444028E-01,-3.33411888E-02,+1.00000000E+00,-3.10824528E+00
+9.13000000E-01,+0.00000000E+00,-9.98887531E-01,-4.71561337E-02,+1.00000000E+00,-3.09441903E+00,-9.99300155E-01,-3.74058811E-02,+1.00000000E+00,-3.10417804E+00
+9.14000000E-01,+0.00000000E+00,-9.98628634E-01,-5.23531361E-02,+1.00000000E+00,-3.08921557E+00,-9.99137904E-01,-4.15144492E-02,+1.00000000E+00,-3.10006627E+00
+9.15000000E-01,+0.00000000E+00,-9.98339165E-01,-5.76099876E-02,+1.00000000E+00,-3.08395075E+00,-9.98956674E-01,-4.56679756E-02,+1.00000000E+00,-3.09590879E+00
+9.16000000E-01,+0.00000000E+00,-9.98018066E-01,-6.29280567E-02,+1.00000000E+00,-3.07862299E+00,-9.98755838E-01,-4.98675828E-02,+1.00000000E+00,-3.09170438E+00
+9.17000000E-01,+0.00000000E+00,-9.97664229E-01,-6.83087595E-02,+1.00000000E+00,-3.07323066E+00,-9.98534740E-01,-5.41144352E-02,+1.00000000E+00,-3.08745177E+00
+9.18000000E-01,+0.00000000E+00,-9.97276497E-01,-7.37535615E-02,+1.00000000E+00,-3.06777206E+00,-9.98292694E-01,-5.84097416E-02,+1.00000000E+00,-3.08314965E+00
+9.19000000E-01,+0.00000000E+00,-9.96853661E-01,-7.92639799E-02,+1.00000000E+00,-3.06224544E+00,-9.98028978E-01,-6.27547568E-02,+1.00000000E+00,-3.07879663E+00
+9.20000000E-01,+0.00000000E+00,-9.96394453E-01,-8.48415864E-02,+1.00000000E+00,-3.05664895E+00,-9.97742839E-01,-6.71507845E-02,+1.00000000E+00,-3.07439130E+00
+9.21000000E-01,+0.00000000E+00,-9.95897545E-01,-9.04880093E-02,+1.00000000E+00,-3.05098070E+00,-9.97433485E-01,-7.15991795E-02,+1.00000000E+00,-3.06993216E+00
+9.22000000E-01,+0.00000000E+00,-9.95361547E-01,-9.62049363E-02,+1.00000000E+00,-3.04523869E+00,-9.97100087E-01,-7.61013503E-02,+1.00000000E+00,-3.06541766E+00
+9.23000000E-01,+0.00000000E+00,-9.94785002E-01,-1.01994118E-01,+1.00000000E+00,-3.03942087E+00,-9.96741774E-01,-8.06587620E-02,+1.00000000E+00,-3.06084618E+00
+9.24000000E-01,+0.00000000E+00,-9.94166378E-01,-1.07857369E-01,+1.00000000E+00,-3.03352506E+00,-9.96357629E-01,-8.52729392E-02,+1.00000000E+00,-3.05621603E+00
+9.25000000E-01,+0.00000000E+00,-9.93504071E-01,-1.13796574E-01,+1.00000000E+00,-3.02754903E+00,-9.95946692E-01,-8.99454695E-02,+1.00000000E+00,-3.05152546E+00
