s,n,Re(f_ibc0.tm),Im(f_ibc0.tm),Abs(f_ibc0.tm),Arg(f_ibc0.tm),Re(f_ibc0.te),Im(f_ibc0.te),Abs(f_ibc0.te),Arg(f_ibc0.te)
+6.60000000E-01,+2.00000000E+00,-2.92344672E-02,-6.47737526E-03,+2.99434544E-02,-2.92354877E+00,-6.66655846E-02,-3.81540298E-03,+6.67746769E-02,-3.08442305E+00
+6.70000000E-01,+2.00000000E+00,-2.94785569E-02,-6.35833446E-03,+3.01564874E-02,-2.92915368E+00,-6.52584682E-02,-3.83545944E-03,+6.53710824E-02,-3.08288683E+00
+6.80000000E-01,+2.00000000E+00,-2.96859840E-02,-6.23879261E-03,+3.03344718E-02,-2.93444767E+00,-6.38252150E-02,-3.85369551E-03,+6.39414501E-02,-3.08128698E+00
+6.90000000E-01,+2.00000000E+00,-2.98546300E-02,-6.11872500E-03,+3.04751986E-02,-2.93944144E+00,-6.23653744E-02,-3.86988396E-03,+6.24853256E-02,-3.07962031E+00
+7.00000000E-01,+2.00000000E+00,-2.99823082E-02,-5.99809394E-03,+3.05763951E-02,-2.94414475E+00,-6.08784693E-02,-3.88377701E-03,+6.10022274E-02,-3.07788341E+00
+7.10000000E-01,+2.00000000E+00,-3.00667610E-02,-5.87684688E-03,+3.06357218E-02,-2.94856634E+00,-5.93639957E-02,-3.89510432E-03,+5.94916450E-02,-3.07607265E+00
+7.20000000E-01,+2.00000000E+00,-3.01056566E-02,-5.75491417E-03,+3.06507682E-02,-2.95271403E+00,-5.78214209E-02,-3.90357083E-03,+5.79530377E-02,-3.07418413E+00
+7.30000000E-01,+2.00000000E+00,-3.00965845E-02,-5.63220652E-03,+3.06190488E-02,-2.95659469E+00,-5.62501826E-02,-3.90885432E-03,+5.63858332E-02,-3.07221367E+00
+7.40000000E-01,+2.00000000E+00,-3.00370528E-02,-5.50861209E-03,+3.05379984E-02,-2.96021429E+00,-5.46496877E-02,-3.91060275E-03,+5.47894258E-02,-3.07015678E+00
+7.50000000E-01,+2.00000000E+00,-2.99244831E-02,-5.38399320E-03,+3.04049679E-02,-2.96357785E+00,-5.30193110E-02,-3.90843122E-03,+5.31631750E-02,-3.06800863E+00
+7.60000000E-01,+2.00000000E+00,-2.97562068E-02,-5.25818253E-03,+3.02172190E-02,-2.96668948E+00,-5.13583936E-02,-3.90191867E-03,+5.15064032E-02,-3.06576401E+00
+7.70000000E-01,+2.00000000E+00,-2.95294601E-02,-5.13097872E-03,+2.99719195E-02,-2.96955237E+00,-4.96662424E-02,-3.89060412E-03,+4.98183946E-02,-3.06341732E+00
+7.80000000E-01,+2.00000000E+00,-2.92413796E-02,-5.00214140E-03,+2.96661372E-02,-2.97216876E+00,-4.79421281E-02,-3.87398250E-03,+4.80983928E-02,-3.06096245E+00
+7.90000000E-01,+2.00000000E+00,-2.88889968E-02,-4.87138546E-03,+2.92968348E-02,-2.97453991E+00,-4.61852844E-02,-3.85149992E-03,+4.63455990E-02,-3.05839280E+00
+8.00000000E-01,+2.00000000E+00,-2.84692332E-02,-4.73837441E-03,+2.88608633E-02,-2.97666605E+00,-4.43949068E-02,-3.82254841E-03,+4.45591700E-02,-3.05570119E+00
+8.10000000E-01,+2.00000000E+00,-2.79788947E-02,-4.60271280E-03,+2.83549557E-02,-2.97854640E+00,-4.25701518E-02,-3.78645988E-03,+4.27382159E-02,-3.05287976E+00
+8.20000000E-01,+2.00000000E+00,-2.74146657E-02,-4.46393741E-03,+2.77757202E-02,-2.98017899E+00,-4.07101354E-02,-3.74249938E-03,+4.08817983E-02,-3.04991991E+00
+8.30000000E-01,+2.00000000E+00,-2.67731036E-02,-4.32150708E-03,+2.71196331E-02,-2.98156069E+00,-3.88139333E-02,-3.68985736E-03,+3.89889274E-02,-3.04681221E+00
+8.40000000E-01,+2.00000000E+00,-2.60506326E-02,-4.17479095E-03,+2.63830313E-02,-2.98268701E+00,-3.68805795E-02,-3.62764084E-03,+3.70585607E-02,-3.04354623E+00
+8.50000000E-01,+2.00000000E+00,-2.52435379E-02,-4.02305469E-03,+2.55621043E-02,-2.98355203E+00,-3.49090674E-02,-3.55486327E-03,+3.50896002E-02,-3.04011038E+00
+8.60000000E-01,+2.00000000E+00,-2.43479597E-02,-3.86544450E-03,+2.46528863E-02,-2.98414818E+00,-3.28983493E-02,-3.47043289E-03,+3.30808901E-02,-3.03649178E+00
+8.70000000E-01,+2.00000000E+00,-2.33598878E-02,-3.70096825E-03,+2.36512478E-02,-2.98446602E+00,-3.08473383E-02,-3.37313905E-03,+3.10312156E-02,-3.03267596E+00
+8.80000000E-01,+2.00000000E+00,-2.22751562E-02,-3.52847327E-03,+2.25528869E-02,-2.98449397E+00,-2.87549098E-02,-3.26163641E-03,+2.89393005E-02,-3.02864654E+00
+8.90000000E-01,+2.00000000E+00,-2.10894393E-02,-3.34661995E-03,+2.13533209E-02,-2.98421787E+00,-2.66199056E-02,-3.13442608E-03,+2.68038058E-02,-3.02438489E+00
+9.00000000E-01,+2.00000000E+00,-1.97982482E-02,-3.15385011E-03,+2.00478778E-02,-2.98362053E+00,-2.44411382E-02,-2.98983322E-03,+2.46233292E-02,-3.01986951E+00
+9.10000000E-01,+2.00000000E+00,-1.83969305E-02,-2.94834864E-03,+1.86316884E-02,-2.98268089E+00,-2.22173986E-02,-2.82597983E-03,+2.23964051E-02,-3.01507534E+00
+9.20000000E-01,+2.00000000E+00,-1.68806714E-02,-2.72799648E-03,+1.70996793E-02,-2.98137310E+00,-1.99474666E-02,-2.64075133E-03,+2.01215057E-02,-3.00997271E+00
+9.30000000E-01,+2.00000000E+00,-1.52445008E-02,-2.49031179E-03,+1.54465678E-02,-2.97966490E+00,-1.76301265E-02,-2.43175427E-03,+1.77970444E-02,-3.00452577E+00
+9.40000000E-01,+2.00000000E+00,-1.34833061E-02,-2.23237462E-03,+1.36668591E-02,-2.97751526E+00,-1.52641886E-02,-2.19626164E-03,+1.54213819E-02,-2.99869012E+00
+9.50000000E-01,+2.00000000E+00,-1.15918570E-02,-1.95072722E-03,+1.17548494E-02,-2.97487050E+00,-1.28485226E-02,-1.93113881E-03,+1.29928376E-02,-2.99240887E+00
+9.60000000E-01,+2.00000000E+00,-9.56484805E-03,-1.64123545E-03,+9.70463662E-03,-2.97165724E+00,-1.03821072E-02,-1.63273792E-03,+1.05097089E-02,-2.98560565E+00
+9.70000000E-01,+2.00000000E+00,-7.39697482E-03,-1.29888211E-03,+7.51014855E-03,-2.96776837E+00,-7.86411138E-03,-1.29673436E-03,+7.97030537E-03,-2.97817052E+00
+9.80000000E-01,+2.00000000E+00,-5.08307749E-03,-9.17420806E-04,+5.16520452E-03,-2.96302968E+00,-5.29403965E-03,-9.17840562E-04,+5.37301471E-03,-2.96992662E+00
+9.90000000E-01,+2.00000000E+00,-2.61845839E-03,-4.88665058E-04,+2.66366625E-03,-2.95709187E+00,-2.67204169E-03,-4.89185754E-04,+2.71645164E-03,-2.96052220E+00
+1.00000000E+00,+2.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
+0.00000000E+00,+3.00000000E+00,-6.93073343E-06,-2.05706580E-04,+2.05823303E-04,-1.60447591E+00,-3.57335827E-04,-8.26174690E-04,+9.00140829E-04,-1.97901793E+00
+1.00000000E-02,+3.00000000E+00,-6.96440440E-06,-2.05746558E-04,+2.05864395E-04,-1.60463284E+00,-3.57265060E-04,-8.26031329E-04,+8.99981155E-04,-1.97900899E+00
+2.00000000E-02,+3.00000000E+00,-7.06533457E-06,-2.05866328E-04,+2.05987534E-04,-1.60510287E+00,-3.57052799E-04,-8.25601291E-04,+8.99502192E-04,-1.97898219E+00
+3.00000000E-02,+3.00000000E+00,-7.23327588E-06,-2.06065395E-04,+2.06192307E-04,-1.60588377E+00,-3.56699167E-04,-8.24884723E-04,+8.98704124E-04,-1.97893752E+00
+4.00000000E-02,+3.00000000E+00,-7.46781529E-06,-2.06342936E-04,+2.06478026E-04,-1.60697182E+00,-3.56204366E-04,-8.23881866E-04,+8.97587255E-04,-1.97887500E+00
+5.00000000E-02,+3.00000000E+00,-7.76837542E-06,-2.06697798E-04,+2.06843727E-04,-1.60836190E+00,-3.55568682E-04,-8.22593059E-04,+8.96152012E-04,-1.97879463E+00
+6.00000000E-02,+3.00000000E+00,-8.13421536E-06,-2.07128505E-04,+2.07288165E-04,-1.61004750E+00,-3.54792483E-04,-8.21018739E-04,+8.94398946E-04,-1.97869642E+00
+7.00000000E-02,+3.00000000E+00,-8.56443182E-06,-2.07633257E-04,+2.07809814E-04,-1.61202084E+00,-3.53876215E-04,-8.19159439E-04,+8.92328730E-04,-1.97858038E+00
+8.00000000E-02,+3.00000000E+00,-9.05796044E-06,-2.08209932E-04,+2.08406868E-04,-1.61427289E+00,-3.52820409E-04,-8.17015794E-04,+8.89942160E-04,-1.97844654E+00
+9.00000000E-02,+3.00000000E+00,-9.61357742E-06,-2.08856092E-04,+2.09077230E-04,-1.61679353E+00,-3.51625676E-04,-8.14588537E-04,+8.87240160E-04,-1.97829490E+00
+1.00000000E-01,+3.00000000E+00,-1.02299013E-05,-2.09568986E-04,+2.09818518E-04,-1.61957161E+00,-3.50292710E-04,-8.11878504E-04,+8.84223777E-04,-1.97812550E+00
+1.10000000E-01,+3.00000000E+00,-1.09053951E-05,-2.10345553E-04,+2.10628059E-04,-1.62259509E+00,-3.48822287E-04,-8.08886629E-04,+8.80894186E-04,-1.97793835E+00
+1.20000000E-01,+3.00000000E+00,-1.16383685E-05,-2.11182429E-04,+2.11502884E-04,-1.62585113E+00,-3.47215263E-04,-8.05613955E-04,+8.77252691E-04,-1.97773348E+00
+1.30000000E-01,+3.00000000E+00,-1.24269808E-05,-2.12075953E-04,+2.12439732E-04,-1.62932624E+00,-3.45472577E-04,-8.02061626E-04,+8.73300723E-04,-1.97751091E+00
+1.40000000E-01,+3.00000000E+00,-1.32692432E-05,-2.13022170E-04,+2.13435044E-04,-1.63300638E+00,-3.43595253E-04,-7.98230893E-04,+8.69039847E-04,-1.97727068E+00
+1.50000000E-01,+3.00000000E+00,-1.41630223E-05,-2.14016841E-04,+2.14484963E-04,-1.63687711E+00,-3.41584392E-04,-7.94123116E-04,+8.64471758E-04,-1.97701283E+00
+1.60000000E-01,+3.00000000E+00,-1.51060432E-05,-2.15055447E-04,+2.15585338E-04,-1.64092369E+00,-3.39441184E-04,-7.89739765E-04,+8.59598286E-04,-1.97673737E+00
+1.70000000E-01,+3.00000000E+00,-1.60958930E-05,-2.16133200E-04,+2.16731718E-04,-1.64513121E+00,-3.37166895E-04,-7.85082423E-04,+8.54421398E-04,-1.97644437E+00
+1.80000000E-01,+3.00000000E+00,-1.71300250E-05,-2.17245047E-04,+2.17919362E-04,-1.64948468E+00,-3.34762880E-04,-7.80152785E-04,+8.48943198E-04,-1.97613384E+00
+1.90000000E-01,+3.00000000E+00,-1.82057622E-05,-2.18385686E-04,+2.19143235E-04,-1.65396919E+00,-3.32230572E-04,-7.74952666E-04,+8.43165931E-04,-1.97580585E+00
+2.00000000E-01,+3.00000000E+00,-1.93203021E-05,-2.19549565E-04,+2.20398016E-04,-1.65856995E+00,-3.29571491E-04,-7.69483996E-04,+8.37091983E-04,-1.97546042E+00
+2.10000000E-01,+3.00000000E+00,-2.04707209E-05,-2.20730901E-04,+2.21678102E-04,-1.66327243E+00,-3.26787238E-04,-7.63748830E-04,+8.30723886E-04,-1.97509762E+00
+2.20000000E-01,+3.00000000E+00,-2.16539785E-05,-2.21923686E-04,+2.22977616E-04,-1.66806241E+00,-3.23879499E-04,-7.57749348E-04,+8.24064320E-04,-1.97471748E+00
+2.30000000E-01,+3.00000000E+00,-2.28669235E-05,-2.23121700E-04,+2.24290413E-04,-1.67292608E+00,-3.20850042E-04,-7.51487853E-04,+8.17116114E-04,-1.97432007E+00
+2.40000000E-01,+3.00000000E+00,-2.41062987E-05,-2.24318519E-04,+2.25610087E-04,-1.67785007E+00,-3.17700723E-04,-7.44966783E-04,+8.09882249E-04,-1.97390544E+00
+2.50000000E-01,+3.00000000E+00,-2.53687462E-05,-2.25507531E-04,+2.26929989E-04,-1.68282156E+00,-3.14433477E-04,-7.38188709E-04,+8.02365865E-04,-1.97347365E+00
+2.60000000E-01,+3.00000000E+00,-2.66508137E-05,-2.26681948E-04,+2.28243229E-04,-1.68782827E+00,-3.11050327E-04,-7.31156336E-04,+7.94570257E-04,-1.97302475E+00
+2.70000000E-01,+3.00000000E+00,-2.79489602E-05,-2.27834818E-04,+2.29542694E-04,-1.69285852E+00,-3.07553379E-04,-7.23872512E-04,+7.86498884E-04,-1.97255881E+00
+2.80000000E-01,+3.00000000E+00,-2.92595627E-05,-2.28959037E-04,+2.30821062E-04,-1.69790126E+00,-3.03944826E-04,-7.16340230E-04,+7.78155372E-04,-1.97207589E+00
+2.90000000E-01,+3.00000000E+00,-3.05789223E-05,-2.30047370E-04,+2.32070815E-04,-1.70294611E+00,-3.00226944E-04,-7.08562630E-04,+7.69543513E-04,-1.97157607E+00
+3.00000000E-01,+3.00000000E+00,-3.19032716E-05,-2.31092459E-04,+2.33284254E-04,-1.70798331E+00,-2.96402095E-04,-7.00543003E-04,+7.60667273E-04,-1.97105940E+00
+3.10000000E-01,+3.00000000E+00,-3.32287812E-05,-2.32086840E-04,+2.34453521E-04,-1.71300380E+00,-2.92472728E-04,-6.92284798E-04,+7.51530796E-04,-1.97052598E+00
+3.20000000E-01,+3.00000000E+00,-3.45515674E-05,-2.33022965E-04,+2.35570612E-04,-1.71799917E+00,-2.88441375E-04,-6.83791623E-04,+7.42138404E-04,-1.96997586E+00
+3.30000000E-01,+3.00000000E+00,-3.58676998E-05,-2.33893210E-04,+2.36627398E-04,-1.72296167E+00,-2.84310658E-04,-6.75067252E-04,+7.32494604E-04,-1.96940913E+00
+3.40000000E-01,+3.00000000E+00,-3.71732089E-05,-2.34689898E-04,+2.37615647E-04,-1.72788419E+00,-2.80083282E-04,-6.66115630E-04,+7.22604094E-04,-1.96882587E+00
+3.50000000E-01,+3.00000000E+00,-3.84640946E-05,-2.35405318E-04,+2.38527043E-04,-1.73276026E+00,-2.75762040E-04,-6.56940873E-04,+7.12471763E-04,-1.96822616E+00
+3.60000000E-01,+3.00000000E+00,-3.97363343E-05,-2.36031737E-04,+2.39353206E-04,-1.73758401E+00,-2.71349813E-04,-6.47547279E-04,+7.02102699E-04,-1.96761009E+00
+3.70000000E-01,+3.00000000E+00,-4.09858914E-05,-2.36561427E-04,+2.40085718E-04,-1.74235016E+00,-2.66849566E-04,-6.37939331E-04,+6.91502191E-04,-1.96697775E+00
+3.80000000E-01,+3.00000000E+00,-4.22087246E-05,-2.36986680E-04,+2.40716146E-04,-1.74705400E+00,-2.62264356E-04,-6.28121699E-04,+6.80675738E-04,-1.96632922E+00
+3.90000000E-01,+3.00000000E+00,-4.34007967E-05,-2.37299830E-04,+2.41236063E-04,-1.75169135E+00,-2.57597322E-04,-6.18099252E-04,+6.69629051E-04,-1.96566460E+00
+4.00000000E-01,+3.00000000E+00,-4.45580843E-05,-2.37493274E-04,+2.41637079E-04,-1.75625856E+00,-2.52851697E-04,-6.07877057E-04,+6.58368056E-04,-1.96498398E+00
+4.10000000E-01,+3.00000000E+00,-4.56765872E-05,-2.37559495E-04,+2.41910860E-04,-1.76075242E+00,-2.48030797E-04,-5.97460390E-04,+6.46898906E-04,-1.96428747E+00
+4.20000000E-01,+3.00000000E+00,-4.67523386E-05,-2.37491082E-04,+2.42049159E-04,-1.76517021E+00,-2.43138030E-04,-5.86854740E-04,+6.35227980E-04,-1.96357516E+00
+4.30000000E-01,+3.00000000E+00,-4.77814150E-05,-2.37280755E-04,+2.42043839E-04,-1.76950961E+00,-2.38176889E-04,-5.76065813E-04,+6.23361894E-04,-1.96284717E+00
+4.40000000E-01,+3.00000000E+00,-4.87599468E-05,-2.36921387E-04,+2.41886908E-04,-1.77376871E+00,-2.33150959E-04,-5.65099542E-04,+6.11307502E-04,-1.96210358E+00
+4.50000000E-01,+3.00000000E+00,-4.96841293E-05,-2.36406032E-04,+2.41570538E-04,-1.77794596E+00,-2.28063913E-04,-5.53962093E-04,+5.99071907E-04,-1.96134452E+00
+4.60000000E-01,+3.00000000E+00,-5.05502334E-05,-2.35727946E-04,+2.41087102E-04,-1.78204014E+00,-2.22919513E-04,-5.42659870E-04,+5.86662462E-04,-1.96057010E+00
+4.70000000E-01,+3.00000000E+00,-5.13546166E-05,-2.34880615E-04,+2.40429200E-04,-1.78605034E+00,-2.17721610E-04,-5.31199523E-04,+5.74086781E-04,-1.95978043E+00
+4.80000000E-01,+3.00000000E+00,-5.20937352E-05,-2.33857781E-04,+2.39589689E-04,-1.78997596E+00,-2.12474145E-04,-5.19587954E-04,+5.61352745E-04,-1.95897562E+00
+4.90000000E-01,+3.00000000E+00,-5.27641556E-05,-2.32653470E-04,+2.38561718E-04,-1.79381662E+00,-2.07181150E-04,-5.07832327E-04,+5.48468505E-04,-1.95815580E+00
+5.00000000E-01,+3.00000000E+00,-5.33625663E-05,-2.31262017E-04,+2.37338754E-04,-1.79757222E+00,-2.01846745E-04,-4.95940072E-04,+5.35442493E-04,-1.95732109E+00
+5.10000000E-01,+3.00000000E+00,-5.38857907E-05,-2.29678101E-04,+2.35914621E-04,-1.80124284E+00,-1.96475141E-04,-4.83918898E-04,+5.22283429E-04,-1.95647161E+00
+5.20000000E-01,+3.00000000E+00,-5.43307991E-05,-2.27896766E-04,+2.34283528E-04,-1.80482877E+00,-1.91070641E-04,-4.71776793E-04,+5.09000326E-04,-1.95560750E+00
+5.30000000E-01,+3.00000000E+00,-5.46947221E-05,-2.25913458E-04,+2.32440106E-04,-1.80833048E+00,-1.85637635E-04,-4.59522041E-04,+4.95602500E-04,-1.95472887E+00
+5.40000000E-01,+3.00000000E+00,-5.49748631E-05,-2.23724052E-04,+2.30379441E-04,-1.81174857E+00,-1.80180607E-04,-4.47163224E-04,+4.82099575E-04,-1.95383588E+00
+5.50000000E-01,+3.00000000E+00,-5.51687125E-05,-2.21324885E-04,+2.28097110E-04,-1.81508381E+00,-1.74704129E-04,-4.34709233E-04,+4.68501494E-04,-1.95292865E+00
+5.60000000E-01,+3.00000000E+00,-5.52739604E-05,-2.18712790E-04,+2.25589218E-04,-1.81833706E+00,-1.69212867E-04,-4.22169275E-04,+4.54818526E-04,-1.95200732E+00
+5.70000000E-01,+3.00000000E+00,-5.52885113E-05,-2.15885125E-04,+2.22852433E-04,-1.82150931E+00,-1.63711575E-04,-4.09552887E-04,+4.41061274E-04,-1.95107203E+00
+5.80000000E-01,+3.00000000E+00,-5.52104981E-05,-2.12839810E-04,+2.19884023E-04,-1.82460164E+00,-1.58205099E-04,-3.96869939E-04,+4.27240684E-04,-1.95012293E+00
+5.90000000E-01,+3.00000000E+00,-5.50382962E-05,-2.09575361E-04,+2.16681900E-04,-1.82761520E+00,-1.52698377E-04,-3.84130646E-04,+4.13368053E-04,-1.94916016E+00
+6.00000000E-01,+3.00000000E+00,-5.47705387E-05,-2.06090925E-04,+2.13244652E-04,-1.83055121E+00,-1.47196436E-04,-3.71345579E-04,+3.99455041E-04,-1.94818389E+00
+6.10000000E-01,+3.00000000E+00,-5.44061312E-05,-2.02386319E-04,+2.09571585E-04,-1.83341097E+00,-1.41704398E-04,-3.58525674E-04,+3.85513677E-04,-1.94719425E+00
+6.20000000E-01,+3.00000000E+00,-5.39442668E-05,-1.98462062E-04,+2.05662767E-04,-1.83619579E+00,-1.36227472E-04,-3.45682239E-04,+3.71556368E-04,-1.94619140E+00
+6.30000000E-01,+3.00000000E+00,-5.33844422E-05,-1.94319416E-04,+2.01519067E-04,-1.83890705E+00,-1.30770962E-04,-3.32826970E-04,+3.57595912E-04,-1.94517552E+00
+6.40000000E-01,+3.00000000E+00,-5.27264730E-05,-1.89960428E-04,+1.97142195E-04,-1.84154615E+00,-1.25340260E-04,-3.19971958E-04,+3.43645507E-04,-1.94414675E+00
+6.50000000E-01,+3.00000000E+00,-5.19705102E-05,-1.85387961E-04,+1.92534750E-04,-1.84411453E+00,-1.19940852E-04,-3.07129699E-04,+3.29718759E-04,-1.94310526E+00
+6.60000000E-01,+3.00000000E+00,-5.11170560E-05,-1.80605745E-04,+1.87700262E-04,-1.84661362E+00,-1.14578313E-04,-2.94313109E-04,+3.15829695E-04,-1.94205122E+00
+6.70000000E-01,+3.00000000E+00,-5.01669810E-05,-1.75618408E-04,+1.82643234E-04,-1.84904488E+00,-1.09258311E-04,-2.81535531E-04,+3.01992771E-04,-1.94098480E+00
+6.80000000E-01,+3.00000000E+00,-4.91215406E-05,-1.70431526E-04,+1.77369194E-04,-1.85140979E+00,-1.03986604E-04,-2.68810748E-04,+2.88222887E-04,-1.93990618E+00
+6.90000000E-01,+3.00000000E+00,-4.79823927E-05,-1.65051664E-04,+1.71884734E-04,-1.85370979E+00,-9.87690432E-05,-2.56152997E-04,+2.74535393E-04,-1.93881554E+00
+7.00000000E-01,+3.00000000E+00,-4.67516144E-05,-1.59486417E-04,+1.66197565E-04,-1.85594637E+00,-9.36115679E-05,-2.43576978E-04,+2.60946106E-04,-1.93771304E+00
+7.10000000E-01,+3.00000000E+00,-4.54317203E-05,-1.53744458E-04,+1.60316561E-04,-1.85812098E+00,-8.85202103E-05,-2.31097868E-04,+2.47471316E-04,-1.93659889E+00
+7.20000000E-01,+3.00000000E+00,-4.40256804E-05,-1.47835584E-04,+1.54251808E-04,-1.86023507E+00,-8.35010932E-05,-2.18731332E-04,+2.34127803E-04,-1.93547326E+00
+7.30000000E-01,+3.00000000E+00,-4.25369381E-05,-1.41770758E-04,+1.48014658E-04,-1.86229008E+00,-7.85604300E-05,-2.06493537E-04,+2.20932845E-04,-1.93433634E+00
+7.40000000E-01,+3.00000000E+00,-4.09694287E-05,-1.35562164E-04,+1.41617776E-04,-1.86428743E+00,-7.37045251E-05,-1.94401167E-04,+2.07904234E-04,-1.93318834E+00
+7.50000000E-01,+3.00000000E+00,-3.93275988E-05,-1.29223251E-04,+1.35075196E-04,-1.86622855E+00,-6.89397734E-05,-1.82471432E-04,+1.95060287E-04,-1.93202944E+00
+7.60000000E-01,+3.00000000E+00,-3.76164245E-05,-1.22768781E-04,+1.28402371E-04,-1.86811481E+00,-6.42726603E-05,-1.70722084E-04,+1.82419859E-04,-1.93085985E+00
+7.70000000E-01,+3.00000000E+00,-3.58414316E-05,-1.16214883E-04,+1.21616230E-04,-1.86994760E+00,-5.97097617E-05,-1.59171433E-04,+1.70002355E-04,-1.92967976E+00
+7.80000000E-01,+3.00000000E+00,-3.40087145E-05,-1.09579105E-04,+1.14735229E-04,-1.87172827E+00,-5.52577439E-05,-1.47838357E-04,+1.57827748E-04,-1.92848940E+00
+7.90000000E-01,+3.00000000E+00,-3.21249570E-05,-1.02880461E-04,+1.07779414E-04,-1.87345814E+00,-5.09233633E-05,-1.36742318E-04,+1.45916588E-04,-1.92728896E+00
+8.00000000E-01,+3.00000000E+00,-3.01974515E-05,-9.61394905E-05,+1.00770470E-04,-1.87513854E+00,-4.67134666E-05,-1.25903380E-04,+1.34290018E-04,-1.92607867E+00
+8.10000000E-01,+3.00000000E+00,-2.82341204E-05,-8.93783095E-05,+9.37317863E-05,-1.87677074E+00,-4.26349904E-05,-1.15342218E-04,+1.22969792E-04,-1.92485874E+00
+8.20000000E-01,+3.00000000E+00,-2.62435367E-05,-8.26206668E-05,+8.66885102E-05,-1.87835601E+00,-3.86949616E-05,-1.05080139E-04,+1.11978282E-04,-1.92362940E+00
+8.30000000E-01,+3.00000000E+00,-2.42349447E-05,-7.58920007E-05,+7.96676115E-05,-1.87989560E+00,-3.49004968E-05,-9.51390936E-05,+1.01338501E-04,-1.92239086E+00
+8.40000000E-01,+3.00000000E+00,-2.22182820E-05,-6.92194959E-05,+7.26979413E-05,-1.88139072E+00,-3.12588028E-05,-8.55416954E-05,+9.10741148E-05,-1.92114337E+00
+8.50000000E-01,+3.00000000E+00,-2.02042009E-05,-6.26321424E-05,+6.58102955E-05,-1.88284256E+00,-2.77771761E-05,-7.63112342E-05,+8.12094574E-05,-1.91988715E+00
+8.60000000E-01,+3.00000000E+00,-1.82040907E-05,-5.61607953E-05,+5.90374783E-05,-1.88425229E+00,-2.44630036E-05,-6.74716944E-05,+7.17695485E-05,-1.91862245E+00
+8.70000000E-01,+3.00000000E+00,-1.62300998E-05,-4.98382348E-05,+5.24143662E-05,-1.88562107E+00,-2.13237619E-05,-5.90477716E-05,+6.27801095E-05,-1.91734951E+00
+8.80000000E-01,+3.00000000E+00,-1.42951588E-05,-4.36992286E-05,+4.59779746E-05,-1.88695002E+00,-1.83670182E-05,-5.10648896E-05,+5.42675807E-05,-1.91606857E+00
+8.90000000E-01,+3.00000000E+00,-1.24130033E-05,-3.77805944E-05,+3.97675240E-05,-1.88824024E+00,-1.56004298E-05,-4.35492183E-05,+4.62591378E-05,-1.91477989E+00
+9.00000000E-01,+3.00000000E+00,-1.05981978E-05,-3.21212639E-05,+3.38245087E-05,-1.88949281E+00,-1.30317451E-05,-3.65276915E-05,+3.87827104E-05,-1.91348374E+00
+9.10000000E-01,+3.00000000E+00,-8.86615886E-06,-2.67623479E-05,+2.81927657E-05,-1.89070880E+00,-1.06688031E-05,-3.00280254E-05,+3.18669997E-05,-1.91218036E+00
+9.20000000E-01,+3.00000000E+00,-7.23318001E-06,-2.17472026E-05,+2.29185452E-05,-1.89188924E+00,-8.51953435E-06,-2.40787371E-05,+2.55414966E-05,-1.91087004E+00
+9.30000000E-01,+3.00000000E+00,-5.71645602E-06,-1.71214968E-05,+1.80505823E-05,-1.89303516E+00,-6.59196151E-06,-1.87091642E-05,+1.98365012E-05,-1.90955305E+00
+9.40000000E-01,+3.00000000E+00,-4.33410812E-06,-1.29332808E-05,+1.36401703E-05,-1.89414756E+00,-4.89419965E-06,-1.39494836E-05,+1.47831418E-05,-1.90822967E+00
+9.50000000E-01,+3.00000000E+00,-3.10520960E-06,-9.23305598E-06,+9.74123449E-06,-1.89522743E+00,-3.43445721E-06,-9.83073217E-06,+1.04133948E-05,-1.90690021E+00
+9.60000000E-01,+3.00000000E+00,-2.04981183E-06,-6.07384601E-06,+6.41040825E-06,-1.89627575E+00,-2.22103688E-06,-6.38482687E-06,+6.76010495E-06,-1.90556495E+00
+9.70000000E-01,+3.00000000E+00,-1.18897094E-06,-3.51126917E-06,+3.70710980E-06,-1.89729347E+00,-1.26233674E-06,-3.64458569E-06,+3.85700647E-06,-1.90422423E+00
+9.80000000E-01,+3.00000000E+00,-5.44775087E-07,-1.60361216E-06,+1.69362093E-06,-1.89828157E+00,-5.66851618E-07,-1.64374925E-06,+1.73874448E-06,-1.90287838E+00
+9.90000000E-01,+3.00000000E+00,-1.40372411E-07,-4.11905386E-07,+4.35167164E-07,-1.89924101E+00,-1.43174751E-07,-4.17002932E-07,+4.40897329E-07,-1.90152775E+00
+1.00000000E+00,+3.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
+0.00000000E+00,+4.00000000E+00,-4.40815221E-08,-1.78028940E-06,+1.78083506E-06,-1.59555214E+00,-1.22028997E-06,-4.90075276E-06,+5.05039456E-06,-1.81483408E+00
+1.00000000E-02,+4.00000000E+00,-4.41883903E-08,-1.78024120E-06,+1.78078953E-06,-1.59561281E+00,-1.21992966E-06,-4.89946780E-06,+5.04906061E-06,-1.81482632E+00
